,time,team,x_pos_1,x_pos_2,x_pos_3,x_pos_4,x_pos_5,x_pos_6,x_pos_7,y_pos_1,y_pos_2,y_pos_3,y_pos_4,y_pos_5,y_pos_6,y_pos_7,x_pos_ball,y_pos_ball,ballControl
212,111,0,200.0,78.0,257.0,222.0,75.0,320.0,,341.0,217.0,268.0,96.0,252.0,206.0,,347,196,1
213,111,1,459.0,565.0,481.0,596.0,429.0,432.0,632.0,298.0,232.0,202.0,266.0,411.0,131.0,248.0,347,196,0
214,112,0,199.0,320.0,257.0,78.0,222.0,75.0,,339.0,207.0,268.0,217.0,96.0,252.0,,347,196,1
215,112,1,596.0,459.0,564.0,432.0,633.0,429.0,481.0,266.0,298.0,232.0,131.0,248.0,411.0,202.0,347,196,0
216,113,0,199.0,321.0,78.0,257.0,222.0,75.0,,339.0,209.0,216.0,268.0,96.0,252.0,,348,196,1
217,113,1,459.0,429.0,633.0,596.0,481.0,432.0,564.0,298.0,411.0,248.0,266.0,202.0,131.0,232.0,348,196,0
218,114,0,222.0,75.0,257.0,199.0,78.0,322.0,,96.0,253.0,268.0,339.0,216.0,210.0,,348,197,1
219,114,1,633.0,432.0,429.0,481.0,564.0,459.0,596.0,248.0,131.0,411.0,202.0,232.0,298.0,265.0,348,197,0
220,115,0,199.0,222.0,257.0,75.0,323.0,78.0,,339.0,95.0,267.0,253.0,210.0,216.0,,348,196,1
221,115,1,564.0,459.0,596.0,633.0,429.0,481.0,432.0,232.0,298.0,266.0,248.0,411.0,202.0,131.0,348,196,0
222,116,0,199.0,257.0,78.0,222.0,323.0,75.0,,340.0,268.0,216.0,94.0,210.0,253.0,,348,197,1
223,116,1,429.0,564.0,432.0,459.0,633.0,481.0,596.0,411.0,232.0,131.0,298.0,248.0,201.0,266.0,348,197,0
224,117,0,199.0,222.0,257.0,75.0,324.0,78.0,,341.0,94.0,268.0,253.0,211.0,216.0,,348,196,1
225,117,1,459.0,633.0,432.0,429.0,564.0,596.0,481.0,298.0,248.0,131.0,411.0,232.0,266.0,202.0,348,196,0
226,118,0,222.0,78.0,199.0,75.0,257.0,325.0,,94.0,216.0,341.0,253.0,267.0,211.0,,348,196,1
227,118,1,634.0,429.0,432.0,459.0,564.0,596.0,481.0,247.0,411.0,131.0,298.0,232.0,266.0,201.0,348,196,0
228,119,0,79.0,75.0,257.0,326.0,199.0,222.0,,217.0,253.0,267.0,210.0,342.0,94.0,,348,197,1
229,119,1,459.0,564.0,429.0,432.0,596.0,481.0,634.0,298.0,232.0,411.0,131.0,265.0,202.0,247.0,348,197,0
230,120,0,79.0,199.0,222.0,75.0,257.0,328.0,,218.0,343.0,95.0,253.0,268.0,211.0,,348,197,1
231,120,1,596.0,429.0,633.0,432.0,565.0,481.0,459.0,266.0,411.0,247.0,131.0,232.0,202.0,298.0,348,197,0
232,121,0,328.0,198.0,79.0,222.0,257.0,75.0,,211.0,342.0,218.0,95.0,268.0,253.0,,348,196,1
233,121,1,596.0,565.0,481.0,459.0,432.0,633.0,429.0,266.0,233.0,202.0,298.0,131.0,247.0,411.0,348,196,0
234,122,0,197.0,75.0,222.0,329.0,79.0,257.0,,342.0,251.0,95.0,210.0,217.0,268.0,,348,197,1
235,122,1,459.0,481.0,432.0,565.0,596.0,429.0,633.0,298.0,202.0,131.0,233.0,266.0,411.0,247.0,348,197,0
236,123,0,75.0,329.0,222.0,79.0,196.0,257.0,,251.0,210.0,94.0,217.0,342.0,268.0,,348,197,1
237,123,1,432.0,565.0,459.0,481.0,429.0,596.0,,131.0,233.0,298.0,201.0,411.0,266.0,,348,197,0
238,124,0,196.0,222.0,257.0,79.0,75.0,329.0,,342.0,94.0,268.0,218.0,252.0,209.0,,348,196,1
239,124,1,429.0,596.0,565.0,432.0,458.0,481.0,,411.0,266.0,232.0,130.0,298.0,201.0,,348,196,0
240,125,0,75.0,195.0,330.0,79.0,222.0,257.0,,253.0,341.0,209.0,218.0,94.0,268.0,,348,196,1
241,125,1,432.0,459.0,429.0,481.0,596.0,566.0,,130.0,298.0,411.0,201.0,265.0,232.0,,348,196,0
242,126,0,222.0,79.0,195.0,257.0,330.0,75.0,,95.0,218.0,342.0,268.0,209.0,253.0,,348,197,1
243,126,1,596.0,565.0,429.0,481.0,632.0,432.0,458.0,266.0,232.0,411.0,202.0,248.0,131.0,298.0,348,197,0
244,127,0,257.0,331.0,75.0,222.0,79.0,195.0,,268.0,210.0,252.0,95.0,218.0,342.0,,348,197,1
245,127,1,632.0,565.0,481.0,596.0,432.0,458.0,429.0,248.0,232.0,202.0,266.0,132.0,298.0,411.0,348,197,0
246,128,0,331.0,222.0,195.0,75.0,257.0,79.0,,211.0,94.0,341.0,252.0,267.0,218.0,,347,196,1
247,128,1,632.0,565.0,429.0,481.0,432.0,459.0,596.0,248.0,232.0,411.0,202.0,131.0,298.0,266.0,347,196,0
248,129,0,75.0,257.0,222.0,332.0,195.0,79.0,,252.0,267.0,94.0,211.0,341.0,218.0,,347,196,1
249,129,1,632.0,429.0,565.0,481.0,596.0,459.0,432.0,248.0,411.0,232.0,202.0,266.0,297.0,131.0,347,196,0
250,130,0,195.0,332.0,257.0,75.0,222.0,79.0,,341.0,210.0,267.0,252.0,94.0,218.0,,347,196,1
251,130,1,632.0,429.0,459.0,596.0,481.0,565.0,432.0,248.0,411.0,297.0,265.0,202.0,232.0,130.0,347,196,0
252,131,0,79.0,195.0,222.0,332.0,257.0,76.0,,218.0,341.0,94.0,211.0,268.0,253.0,,347,197,1
253,131,1,596.0,481.0,565.0,429.0,459.0,432.0,,266.0,202.0,232.0,411.0,298.0,131.0,,347,197,0
254,132,0,195.0,257.0,79.0,332.0,222.0,75.0,,342.0,268.0,218.0,211.0,94.0,252.0,,347,196,1
255,132,1,429.0,481.0,459.0,596.0,565.0,432.0,,411.0,202.0,297.0,266.0,232.0,130.0,,347,196,0
256,133,0,257.0,75.0,332.0,223.0,79.0,196.0,,268.0,252.0,211.0,95.0,218.0,342.0,,347,196,1
257,133,1,481.0,565.0,432.0,596.0,459.0,429.0,,202.0,232.0,131.0,266.0,297.0,411.0,,347,196,0
258,134,0,76.0,257.0,223.0,196.0,332.0,79.0,,253.0,268.0,96.0,342.0,211.0,218.0,,347,196,1
259,134,1,459.0,565.0,429.0,481.0,432.0,596.0,,297.0,232.0,411.0,202.0,131.0,266.0,,347,196,0
260,135,0,196.0,332.0,257.0,75.0,79.0,222.0,,341.0,211.0,268.0,252.0,218.0,95.0,,347,196,1
261,135,1,432.0,596.0,459.0,429.0,481.0,565.0,,130.0,266.0,298.0,411.0,202.0,233.0,,347,196,0
262,136,0,75.0,332.0,222.0,196.0,257.0,79.0,,253.0,212.0,96.0,340.0,268.0,218.0,,347,197,1
263,136,1,429.0,596.0,432.0,481.0,459.0,566.0,,411.0,266.0,130.0,202.0,298.0,233.0,,347,197,0
264,137,0,75.0,197.0,332.0,222.0,79.0,257.0,,253.0,341.0,211.0,96.0,218.0,268.0,,347,197,1
265,137,1,633.0,566.0,432.0,596.0,481.0,429.0,459.0,247.0,232.0,131.0,266.0,202.0,411.0,298.0,347,197,0
266,138,0,257.0,76.0,197.0,332.0,79.0,222.0,,268.0,254.0,341.0,210.0,219.0,96.0,,347,196,1
267,138,1,481.0,459.0,566.0,596.0,633.0,429.0,432.0,202.0,297.0,233.0,266.0,246.0,411.0,131.0,347,196,0
268,139,0,257.0,79.0,75.0,197.0,332.0,222.0,,267.0,218.0,253.0,342.0,210.0,96.0,,347,196,1
269,139,1,459.0,481.0,634.0,429.0,432.0,596.0,566.0,298.0,202.0,246.0,411.0,131.0,266.0,233.0,347,196,0
270,140,0,197.0,257.0,75.0,79.0,222.0,332.0,,342.0,268.0,252.0,218.0,96.0,211.0,,347,197,1
271,140,1,566.0,481.0,459.0,429.0,634.0,432.0,596.0,233.0,203.0,298.0,411.0,246.0,131.0,266.0,347,197,0
272,141,0,257.0,75.0,79.0,332.0,222.0,197.0,,267.0,253.0,219.0,211.0,96.0,343.0,,347,196,1
273,141,1,432.0,480.0,429.0,634.0,459.0,566.0,596.0,131.0,204.0,411.0,247.0,298.0,233.0,266.0,347,196,0
274,142,0,79.0,332.0,222.0,197.0,257.0,76.0,,219.0,211.0,95.0,343.0,268.0,253.0,,347,197,1
275,142,1,566.0,596.0,459.0,480.0,429.0,432.0,634.0,232.0,266.0,298.0,204.0,411.0,132.0,247.0,347,197,0
276,143,0,222.0,196.0,257.0,75.0,332.0,79.0,,95.0,342.0,267.0,252.0,210.0,218.0,,347,196,1
277,143,1,459.0,429.0,480.0,596.0,634.0,432.0,566.0,298.0,411.0,205.0,266.0,247.0,131.0,232.0,347,196,0
278,144,0,75.0,332.0,196.0,222.0,257.0,78.0,,253.0,210.0,343.0,94.0,268.0,217.0,,347,196,1
279,144,1,566.0,429.0,480.0,432.0,458.0,596.0,,232.0,411.0,205.0,130.0,298.0,266.0,,347,196,0
280,145,0,76.0,222.0,196.0,79.0,332.0,257.0,,253.0,94.0,343.0,217.0,210.0,267.0,,347,196,1
281,145,1,429.0,480.0,565.0,459.0,432.0,596.0,,411.0,205.0,232.0,298.0,130.0,266.0,,347,196,0
282,146,0,196.0,79.0,331.0,76.0,257.0,222.0,,343.0,218.0,211.0,253.0,267.0,94.0,,347,196,1
283,146,1,432.0,480.0,429.0,459.0,596.0,566.0,,130.0,203.0,411.0,298.0,266.0,232.0,,347,196,0
284,147,0,257.0,76.0,196.0,79.0,331.0,222.0,,267.0,253.0,343.0,219.0,210.0,94.0,,347,196,1
285,147,1,481.0,596.0,432.0,459.0,429.0,566.0,,202.0,266.0,130.0,297.0,411.0,232.0,,347,196,0
286,148,0,257.0,79.0,331.0,222.0,75.0,196.0,,267.0,218.0,211.0,94.0,252.0,343.0,,347,196,1
287,148,1,481.0,596.0,566.0,429.0,459.0,432.0,,202.0,266.0,232.0,411.0,297.0,130.0,,347,196,0
288,149,0,75.0,332.0,197.0,257.0,78.0,222.0,,253.0,210.0,342.0,267.0,217.0,94.0,,347,197,1
289,149,1,432.0,566.0,459.0,481.0,429.0,596.0,,130.0,233.0,297.0,202.0,411.0,266.0,,347,197,0
290,150,0,332.0,79.0,75.0,257.0,197.0,222.0,,210.0,218.0,253.0,267.0,342.0,94.0,,347,197,1
291,150,1,566.0,596.0,459.0,481.0,429.0,432.0,,234.0,266.0,298.0,202.0,411.0,130.0,,347,197,0
292,151,0,75.0,197.0,79.0,257.0,332.0,222.0,,253.0,342.0,218.0,267.0,210.0,94.0,,347,197,1
293,151,1,458.0,481.0,596.0,432.0,566.0,428.0,,298.0,202.0,266.0,130.0,234.0,411.0,,347,197,0
294,152,0,79.0,75.0,196.0,222.0,332.0,257.0,,218.0,253.0,341.0,94.0,211.0,267.0,,347,198,1
295,152,1,596.0,429.0,567.0,481.0,432.0,459.0,,266.0,411.0,233.0,201.0,131.0,298.0,,347,198,0
296,153,0,75.0,222.0,78.0,257.0,196.0,332.0,,252.0,94.0,217.0,268.0,340.0,211.0,,347,198,1
297,153,1,429.0,596.0,459.0,481.0,634.0,432.0,567.0,411.0,266.0,297.0,200.0,249.0,130.0,233.0,347,198,0
298,154,0,196.0,332.0,257.0,222.0,75.0,78.0,,341.0,210.0,268.0,94.0,252.0,217.0,,347,198,1
299,154,1,432.0,567.0,459.0,429.0,634.0,481.0,596.0,130.0,233.0,297.0,411.0,249.0,200.0,266.0,347,198,0
300,155,0,222.0,257.0,196.0,75.0,78.0,332.0,,94.0,268.0,342.0,252.0,217.0,211.0,,347,198,1
301,155,1,568.0,596.0,458.0,429.0,432.0,481.0,,232.0,266.0,297.0,411.0,130.0,199.0,,347,198,0
302,156,0,75.0,332.0,196.0,78.0,222.0,257.0,,252.0,211.0,343.0,217.0,94.0,268.0,,347,198,1
303,156,1,567.0,596.0,458.0,481.0,433.0,429.0,,233.0,266.0,297.0,199.0,129.0,411.0,,347,198,0
304,157,0,78.0,196.0,75.0,222.0,257.0,332.0,,217.0,343.0,252.0,94.0,268.0,210.0,,347,198,1
305,157,1,433.0,458.0,429.0,596.0,567.0,481.0,,129.0,297.0,411.0,266.0,233.0,199.0,,347,198,0
306,158,0,196.0,257.0,75.0,222.0,332.0,78.0,,343.0,268.0,252.0,94.0,211.0,217.0,,347,198,1
307,158,1,458.0,634.0,596.0,433.0,429.0,567.0,481.0,297.0,249.0,266.0,129.0,411.0,233.0,200.0,347,198,0
308,159,0,196.0,257.0,75.0,79.0,332.0,222.0,,343.0,268.0,252.0,218.0,211.0,94.0,,347,198,1
309,159,1,596.0,458.0,633.0,481.0,433.0,429.0,567.0,267.0,297.0,249.0,200.0,129.0,411.0,233.0,347,198,0
310,160,0,257.0,75.0,78.0,196.0,222.0,332.0,,268.0,252.0,217.0,343.0,94.0,212.0,,347,198,1
311,160,1,458.0,481.0,429.0,596.0,433.0,567.0,,297.0,199.0,411.0,267.0,129.0,234.0,,347,198,0
312,161,0,257.0,222.0,75.0,332.0,196.0,78.0,,268.0,94.0,253.0,212.0,343.0,216.0,,347,198,1
313,161,1,432.0,429.0,458.0,596.0,567.0,481.0,,130.0,411.0,297.0,267.0,233.0,200.0,,347,198,0
314,162,0,78.0,257.0,75.0,222.0,196.0,332.0,,216.0,268.0,253.0,94.0,343.0,211.0,,347,198,1
315,162,1,429.0,458.0,634.0,481.0,432.0,596.0,567.0,411.0,297.0,248.0,200.0,130.0,267.0,235.0,347,198,0
316,163,0,332.0,75.0,78.0,222.0,257.0,196.0,,211.0,253.0,216.0,94.0,268.0,343.0,,347,198,1
317,163,1,432.0,458.0,634.0,567.0,481.0,429.0,596.0,129.0,298.0,248.0,235.0,200.0,411.0,267.0,347,198,0
318,164,0,332.0,75.0,222.0,196.0,78.0,257.0,,211.0,253.0,94.0,343.0,216.0,267.0,,347,198,1
319,164,1,432.0,567.0,596.0,481.0,458.0,429.0,,130.0,236.0,266.0,200.0,298.0,411.0,,347,198,0
320,165,0,75.0,257.0,79.0,331.0,196.0,222.0,,253.0,267.0,217.0,212.0,343.0,94.0,,347,197,1
321,165,1,567.0,481.0,458.0,596.0,429.0,432.0,,235.0,200.0,297.0,266.0,411.0,129.0,,347,197,0
322,166,0,331.0,222.0,75.0,257.0,79.0,196.0,,211.0,94.0,253.0,267.0,218.0,343.0,,347,198,1
323,166,1,566.0,432.0,595.0,481.0,633.0,458.0,429.0,235.0,129.0,267.0,200.0,249.0,297.0,411.0,347,198,0
324,167,0,79.0,196.0,329.0,222.0,75.0,257.0,,218.0,342.0,212.0,94.0,252.0,267.0,,347,197,1
325,167,1,595.0,432.0,567.0,458.0,429.0,633.0,481.0,267.0,130.0,234.0,298.0,411.0,250.0,200.0,347,197,0
326,168,0,75.0,328.0,196.0,78.0,222.0,257.0,,253.0,212.0,342.0,217.0,94.0,267.0,,347,198,1
327,168,1,458.0,481.0,595.0,429.0,633.0,432.0,568.0,297.0,200.0,267.0,411.0,249.0,129.0,234.0,347,198,0
328,169,0,75.0,222.0,257.0,78.0,327.0,196.0,,253.0,94.0,267.0,216.0,213.0,342.0,,348,197,1
329,169,1,432.0,458.0,481.0,633.0,429.0,568.0,596.0,129.0,297.0,200.0,248.0,411.0,234.0,266.0,348,197,0
330,170,0,222.0,327.0,75.0,79.0,257.0,197.0,,94.0,213.0,253.0,217.0,268.0,344.0,,347,197,1
331,170,1,432.0,633.0,429.0,568.0,595.0,481.0,458.0,130.0,249.0,411.0,234.0,267.0,201.0,297.0,347,197,0
332,171,0,75.0,222.0,78.0,197.0,328.0,257.0,,252.0,94.0,216.0,344.0,213.0,268.0,,347,197,1
333,171,1,481.0,633.0,429.0,570.0,595.0,432.0,458.0,201.0,249.0,411.0,228.0,267.0,131.0,297.0,347,197,0
334,172,0,257.0,75.0,222.0,329.0,79.0,197.0,,267.0,253.0,94.0,212.0,217.0,344.0,,348,197,1
335,172,1,571.0,633.0,458.0,432.0,429.0,481.0,595.0,227.0,250.0,297.0,131.0,411.0,200.0,267.0,348,197,0
336,173,0,75.0,79.0,222.0,331.0,197.0,257.0,,253.0,218.0,94.0,211.0,344.0,268.0,,348,198,1
337,173,1,432.0,458.0,596.0,571.0,633.0,429.0,481.0,131.0,297.0,266.0,227.0,250.0,411.0,201.0,348,198,0
338,175,0,79.0,257.0,197.0,75.0,335.0,222.0,,218.0,268.0,343.0,252.0,212.0,94.0,,376,202,0
339,175,1,596.0,481.0,571.0,429.0,633.0,432.0,458.0,266.0,202.0,227.0,411.0,249.0,131.0,298.0,376,202,0
340,176,0,75.0,335.0,257.0,79.0,222.0,198.0,,252.0,212.0,268.0,218.0,94.0,343.0,,385,201,0
341,176,1,458.0,429.0,596.0,432.0,634.0,481.0,571.0,298.0,411.0,266.0,130.0,248.0,201.0,226.0,385,201,0
342,177,0,79.0,74.0,198.0,222.0,257.0,335.0,,218.0,251.0,343.0,93.0,267.0,211.0,,385,201,0
343,177,1,596.0,458.0,429.0,481.0,571.0,634.0,432.0,266.0,297.0,411.0,200.0,226.0,248.0,129.0,385,201,0
344,178,0,198.0,74.0,257.0,222.0,79.0,332.0,,343.0,251.0,268.0,93.0,218.0,212.0,,392,200,0
345,178,1,596.0,481.0,458.0,634.0,571.0,432.0,429.0,266.0,200.0,297.0,248.0,226.0,130.0,411.0,392,200,0
346,179,0,222.0,79.0,333.0,75.0,257.0,199.0,,93.0,218.0,212.0,252.0,268.0,343.0,,400,201,0
347,179,1,432.0,566.0,481.0,429.0,596.0,458.0,634.0,130.0,236.0,201.0,411.0,266.0,297.0,248.0,400,201,0
348,180,0,199.0,222.0,257.0,334.0,79.0,75.0,,343.0,94.0,267.0,212.0,218.0,253.0,,407,202,0
349,180,1,458.0,633.0,429.0,596.0,571.0,432.0,480.0,297.0,249.0,411.0,266.0,226.0,130.0,202.0,407,202,0
350,181,0,223.0,330.0,199.0,257.0,79.0,75.0,,95.0,212.0,343.0,267.0,218.0,253.0,,415,204,0
351,181,1,429.0,432.0,458.0,633.0,481.0,569.0,596.0,411.0,130.0,297.0,249.0,201.0,233.0,266.0,415,204,0
352,182,0,79.0,75.0,330.0,257.0,222.0,199.0,,218.0,252.0,212.0,266.0,95.0,342.0,,423,203,0
353,182,1,429.0,633.0,432.0,481.0,458.0,569.0,596.0,411.0,249.0,130.0,201.0,297.0,232.0,266.0,423,203,0
354,183,0,222.0,329.0,257.0,74.0,199.0,80.0,,95.0,211.0,266.0,252.0,341.0,217.0,,430,205,0
355,183,1,458.0,568.0,429.0,633.0,596.0,432.0,481.0,298.0,234.0,411.0,250.0,266.0,131.0,202.0,430,205,0
356,184,0,222.0,329.0,81.0,257.0,200.0,75.0,,95.0,212.0,218.0,266.0,342.0,253.0,,437,205,0
357,184,1,568.0,458.0,481.0,432.0,596.0,429.0,633.0,234.0,297.0,201.0,130.0,266.0,411.0,249.0,437,205,0
358,185,0,257.0,74.0,80.0,330.0,223.0,200.0,,267.0,252.0,216.0,212.0,95.0,342.0,,444,205,0
359,185,1,569.0,459.0,481.0,634.0,432.0,596.0,429.0,232.0,297.0,202.0,249.0,130.0,266.0,411.0,444,205,1
360,186,0,222.0,201.0,79.0,330.0,257.0,74.0,,94.0,343.0,214.0,211.0,266.0,252.0,,450,206,0
361,186,1,459.0,596.0,480.0,428.0,634.0,432.0,568.0,296.0,266.0,204.0,410.0,249.0,130.0,234.0,450,206,1
362,187,0,222.0,330.0,256.0,201.0,74.0,79.0,,94.0,211.0,267.0,343.0,252.0,212.0,,456,207,0
363,187,1,428.0,633.0,459.0,570.0,596.0,432.0,479.0,411.0,249.0,296.0,228.0,266.0,130.0,205.0,456,207,1
364,188,0,256.0,222.0,78.0,330.0,200.0,74.0,,267.0,94.0,211.0,212.0,343.0,252.0,,462,207,0
365,188,1,480.0,596.0,633.0,459.0,427.0,433.0,571.0,204.0,266.0,249.0,296.0,411.0,130.0,227.0,462,207,1
366,196,0,78.0,75.0,222.0,331.0,257.0,201.0,,211.0,251.0,95.0,211.0,267.0,343.0,,458,221,0
367,196,1,596.0,572.0,460.0,432.0,633.0,479.0,428.0,266.0,225.0,293.0,130.0,248.0,205.0,410.0,458,221,1
368,197,0,222.0,75.0,256.0,201.0,79.0,331.0,,95.0,252.0,267.0,342.0,211.0,212.0,,459,220,0
369,197,1,459.0,428.0,633.0,432.0,572.0,479.0,596.0,292.0,410.0,248.0,129.0,225.0,205.0,266.0,459,220,1
370,198,0,201.0,331.0,75.0,222.0,80.0,256.0,,342.0,212.0,251.0,95.0,212.0,268.0,,459,220,0
371,198,1,480.0,429.0,567.0,431.0,458.0,596.0,633.0,202.0,410.0,236.0,130.0,293.0,266.0,248.0,459,220,1
372,199,0,75.0,256.0,201.0,331.0,80.0,222.0,,251.0,267.0,342.0,212.0,212.0,95.0,,458,223,0
373,199,1,481.0,567.0,596.0,430.0,634.0,457.0,431.0,202.0,236.0,264.0,408.0,248.0,293.0,129.0,458,223,1
374,200,0,222.0,80.0,256.0,75.0,331.0,201.0,,96.0,210.0,267.0,251.0,212.0,341.0,,460,224,0
375,200,1,431.0,480.0,430.0,635.0,456.0,595.0,567.0,128.0,202.0,406.0,246.0,293.0,264.0,237.0,460,224,1
376,227,0,270.0,349.0,205.0,222.0,77.0,79.0,,270.0,217.0,342.0,94.0,256.0,201.0,,440,255,0
377,227,1,479.0,595.0,418.0,416.0,452.0,572.0,,216.0,260.0,129.0,388.0,281.0,229.0,,440,255,1
378,228,0,79.0,270.0,350.0,222.0,79.0,205.0,,201.0,272.0,218.0,94.0,257.0,342.0,,440,256,0
379,228,1,594.0,572.0,416.0,417.0,479.0,453.0,,261.0,230.0,388.0,129.0,217.0,282.0,,440,256,1
380,229,0,222.0,350.0,78.0,79.0,271.0,205.0,,94.0,217.0,200.0,255.0,273.0,342.0,,440,258,0
381,229,1,572.0,581.0,416.0,416.0,478.0,454.0,594.0,230.0,207.0,130.0,388.0,216.0,280.0,259.0,440,258,1
382,230,0,79.0,79.0,271.0,351.0,222.0,204.0,,255.0,200.0,273.0,217.0,94.0,341.0,,439,258,0
383,230,1,415.0,594.0,456.0,477.0,416.0,578.0,573.0,129.0,259.0,279.0,217.0,388.0,203.0,229.0,439,258,1
384,231,0,204.0,79.0,79.0,351.0,271.0,222.0,,341.0,255.0,200.0,217.0,273.0,95.0,,438,259,0
385,231,1,594.0,456.0,477.0,416.0,414.0,574.0,,259.0,279.0,215.0,387.0,129.0,227.0,,438,259,1
386,232,0,79.0,352.0,222.0,79.0,272.0,203.0,,255.0,218.0,94.0,200.0,272.0,340.0,,438,259,0
387,232,1,415.0,457.0,574.0,414.0,477.0,594.0,,386.0,278.0,227.0,130.0,216.0,259.0,,438,259,1
388,233,0,203.0,79.0,353.0,222.0,79.0,272.0,,339.0,255.0,217.0,94.0,200.0,272.0,,437,261,0
389,233,1,477.0,594.0,458.0,574.0,414.0,413.0,,216.0,259.0,277.0,225.0,386.0,130.0,,437,261,1
390,234,0,354.0,79.0,79.0,222.0,274.0,203.0,,216.0,255.0,199.0,94.0,272.0,338.0,,437,261,0
391,234,1,413.0,459.0,637.0,577.0,476.0,412.0,594.0,130.0,276.0,253.0,220.0,217.0,386.0,260.0,437,261,1
392,235,0,80.0,79.0,222.0,203.0,354.0,274.0,,255.0,198.0,93.0,338.0,217.0,273.0,,437,261,0
393,235,1,476.0,594.0,413.0,459.0,577.0,412.0,637.0,218.0,260.0,131.0,275.0,220.0,386.0,254.0,437,261,1
394,236,0,275.0,203.0,222.0,80.0,354.0,79.0,,273.0,338.0,94.0,256.0,218.0,198.0,,437,261,0
395,236,1,594.0,411.0,459.0,577.0,640.0,414.0,476.0,261.0,385.0,274.0,220.0,257.0,130.0,219.0,437,261,1
396,237,0,203.0,355.0,222.0,79.0,275.0,81.0,,338.0,218.0,93.0,200.0,271.0,258.0,,436,263,0
397,237,1,414.0,409.0,459.0,593.0,577.0,476.0,,131.0,384.0,275.0,263.0,222.0,221.0,,436,263,1
398,238,0,222.0,80.0,355.0,203.0,81.0,275.0,,93.0,201.0,218.0,338.0,257.0,271.0,,436,263,0
399,238,1,577.0,459.0,409.0,414.0,593.0,476.0,636.0,222.0,275.0,384.0,131.0,264.0,221.0,252.0,436,263,1
400,239,0,80.0,222.0,204.0,81.0,275.0,355.0,,202.0,94.0,338.0,258.0,271.0,219.0,,436,263,0
401,239,1,636.0,408.0,459.0,476.0,578.0,414.0,593.0,252.0,383.0,275.0,221.0,222.0,131.0,265.0,436,263,1
402,240,0,222.0,356.0,275.0,204.0,81.0,80.0,,93.0,219.0,271.0,338.0,258.0,204.0,,435,263,0
403,240,1,578.0,476.0,593.0,460.0,407.0,638.0,413.0,222.0,222.0,265.0,275.0,382.0,253.0,131.0,435,263,1
404,241,0,276.0,357.0,79.0,81.0,204.0,222.0,,272.0,218.0,203.0,258.0,338.0,94.0,,435,264,0
405,241,1,594.0,637.0,476.0,578.0,407.0,460.0,413.0,265.0,252.0,225.0,223.0,380.0,276.0,132.0,435,264,1
406,242,0,223.0,277.0,203.0,357.0,81.0,79.0,,95.0,275.0,338.0,219.0,258.0,204.0,,434,264,0
407,242,1,579.0,637.0,460.0,411.0,407.0,594.0,476.0,220.0,252.0,275.0,133.0,379.0,265.0,226.0,434,264,1
408,243,0,79.0,81.0,223.0,358.0,277.0,203.0,,204.0,257.0,95.0,220.0,275.0,338.0,,434,264,0
409,243,1,580.0,407.0,595.0,636.0,461.0,409.0,477.0,220.0,378.0,266.0,253.0,275.0,133.0,226.0,434,264,1
410,244,0,202.0,81.0,223.0,359.0,79.0,277.0,,338.0,257.0,95.0,220.0,205.0,276.0,,434,265,0
411,244,1,595.0,580.0,407.0,477.0,409.0,636.0,461.0,266.0,221.0,377.0,226.0,133.0,254.0,275.0,434,265,1
412,245,0,202.0,360.0,223.0,79.0,81.0,278.0,,339.0,219.0,95.0,206.0,257.0,276.0,,434,265,0
413,245,1,636.0,408.0,462.0,475.0,581.0,595.0,407.0,254.0,134.0,273.0,228.0,220.0,266.0,376.0,434,265,1
414,246,0,79.0,278.0,81.0,223.0,360.0,201.0,,206.0,277.0,255.0,95.0,220.0,339.0,,434,265,0
415,246,1,580.0,408.0,595.0,407.0,462.0,474.0,635.0,221.0,376.0,266.0,134.0,272.0,229.0,254.0,434,265,1
416,247,0,79.0,81.0,223.0,361.0,278.0,200.0,,205.0,255.0,95.0,218.0,276.0,339.0,,434,265,0
417,247,1,636.0,406.0,475.0,462.0,408.0,595.0,579.0,254.0,134.0,225.0,271.0,376.0,266.0,223.0,434,265,1
418,248,0,361.0,223.0,280.0,80.0,79.0,199.0,,218.0,94.0,276.0,255.0,203.0,338.0,,434,265,0
419,248,1,595.0,406.0,475.0,579.0,636.0,407.0,463.0,265.0,133.0,225.0,222.0,254.0,375.0,270.0,434,265,1
420,249,0,81.0,198.0,361.0,223.0,79.0,281.0,,258.0,338.0,219.0,94.0,204.0,275.0,,434,265,0
421,249,1,596.0,635.0,406.0,462.0,579.0,475.0,405.0,264.0,254.0,375.0,270.0,222.0,225.0,133.0,434,265,1
422,250,0,79.0,197.0,81.0,223.0,282.0,362.0,,203.0,337.0,260.0,94.0,275.0,221.0,,434,265,0
423,250,1,596.0,580.0,406.0,462.0,403.0,475.0,636.0,264.0,221.0,134.0,270.0,374.0,226.0,255.0,434,265,1
424,251,0,196.0,82.0,363.0,79.0,282.0,223.0,,338.0,262.0,222.0,203.0,276.0,95.0,,434,266,0
425,251,1,405.0,462.0,595.0,402.0,474.0,580.0,635.0,137.0,271.0,266.0,375.0,228.0,222.0,254.0,434,266,1
426,252,0,283.0,196.0,79.0,83.0,363.0,222.0,,277.0,338.0,204.0,263.0,222.0,94.0,,434,266,0
427,252,1,635.0,580.0,595.0,462.0,405.0,402.0,474.0,254.0,222.0,266.0,270.0,138.0,375.0,228.0,434,266,1
