,time,team,x_pos_1,x_pos_2,x_pos_3,x_pos_4,x_pos_5,x_pos_6,x_pos_7,y_pos_1,y_pos_2,y_pos_3,y_pos_4,y_pos_5,y_pos_6,y_pos_7
742,376,0,222.0,120.0,180.0,420.0,370.0,82.0,,94.0,266.0,334.0,259.0,284.0,214.0,
743,376,1,374.0,602.0,467.0,348.0,593.0,,,366.0,219.0,280.0,176.0,280.0,,
744,377,0,419.0,120.0,371.0,180.0,222.0,82.0,,260.0,267.0,283.0,333.0,94.0,214.0,
745,377,1,373.0,348.0,603.0,468.0,593.0,,,366.0,176.0,219.0,280.0,280.0,,
746,378,0,418.0,180.0,121.0,372.0,222.0,82.0,,259.0,333.0,268.0,282.0,94.0,215.0,
747,378,1,469.0,347.0,373.0,602.0,593.0,,,279.0,177.0,365.0,220.0,280.0,,
748,379,0,418.0,222.0,373.0,81.0,181.0,121.0,,259.0,94.0,283.0,215.0,332.0,269.0,
749,379,1,469.0,593.0,347.0,373.0,602.0,,,278.0,279.0,177.0,365.0,220.0,,
750,380,0,181.0,417.0,222.0,81.0,122.0,374.0,,332.0,260.0,94.0,214.0,269.0,281.0,
751,380,1,347.0,373.0,470.0,593.0,602.0,,,176.0,366.0,277.0,279.0,221.0,,
752,381,0,80.0,222.0,181.0,416.0,121.0,375.0,,213.0,95.0,332.0,261.0,268.0,283.0,
753,381,1,593.0,373.0,602.0,348.0,470.0,,,279.0,366.0,221.0,176.0,277.0,,
754,382,0,122.0,415.0,80.0,376.0,222.0,181.0,,268.0,262.0,213.0,283.0,96.0,332.0,
755,382,1,602.0,373.0,470.0,348.0,469.0,593.0,,221.0,366.0,278.0,175.0,252.0,280.0,
756,383,0,121.0,377.0,414.0,222.0,181.0,79.0,,268.0,285.0,264.0,96.0,332.0,212.0,
757,383,1,348.0,602.0,469.0,469.0,593.0,373.0,,176.0,221.0,279.0,252.0,280.0,366.0,
758,384,0,378.0,122.0,181.0,79.0,222.0,413.0,,286.0,269.0,332.0,212.0,96.0,266.0,
759,384,1,469.0,593.0,348.0,602.0,373.0,469.0,,251.0,280.0,175.0,221.0,366.0,281.0,
760,385,0,79.0,123.0,222.0,181.0,378.0,412.0,,212.0,269.0,96.0,332.0,285.0,266.0,
761,385,1,347.0,373.0,468.0,470.0,602.0,593.0,,177.0,366.0,279.0,250.0,220.0,280.0,
762,386,0,412.0,80.0,222.0,182.0,378.0,122.0,,266.0,213.0,96.0,332.0,285.0,268.0,
763,386,1,593.0,602.0,347.0,373.0,468.0,470.0,,280.0,221.0,178.0,366.0,279.0,250.0,
764,387,0,412.0,80.0,378.0,182.0,122.0,222.0,,266.0,213.0,285.0,333.0,268.0,96.0,
765,387,1,346.0,593.0,468.0,602.0,373.0,,,178.0,280.0,279.0,221.0,366.0,,
766,388,0,222.0,378.0,123.0,412.0,80.0,184.0,,95.0,283.0,268.0,266.0,213.0,334.0,
767,388,1,346.0,373.0,593.0,468.0,602.0,469.0,,178.0,366.0,280.0,280.0,221.0,251.0,
768,389,0,222.0,184.0,379.0,123.0,80.0,411.0,,95.0,334.0,281.0,268.0,213.0,266.0,
769,389,1,468.0,471.0,593.0,602.0,373.0,346.0,,280.0,252.0,279.0,221.0,366.0,178.0,
770,390,0,222.0,185.0,410.0,380.0,80.0,123.0,,96.0,335.0,265.0,283.0,213.0,268.0,
771,390,1,469.0,346.0,594.0,471.0,373.0,602.0,,280.0,178.0,279.0,251.0,366.0,221.0,
772,391,0,123.0,380.0,222.0,185.0,409.0,80.0,,269.0,282.0,96.0,334.0,266.0,212.0,
773,391,1,346.0,469.0,373.0,472.0,602.0,594.0,,178.0,281.0,366.0,251.0,221.0,279.0,
774,392,0,409.0,222.0,79.0,124.0,381.0,186.0,,265.0,96.0,212.0,270.0,282.0,335.0,
775,392,1,602.0,470.0,373.0,594.0,346.0,473.0,,221.0,280.0,366.0,279.0,178.0,251.0,
776,393,0,409.0,123.0,186.0,222.0,381.0,79.0,,264.0,270.0,335.0,95.0,282.0,212.0,
777,393,1,602.0,373.0,346.0,471.0,594.0,,,221.0,366.0,178.0,279.0,279.0,,
778,394,0,410.0,124.0,186.0,222.0,79.0,381.0,,263.0,271.0,334.0,95.0,213.0,283.0,
779,394,1,602.0,472.0,593.0,373.0,346.0,,,221.0,280.0,279.0,366.0,178.0,,
780,395,0,381.0,409.0,79.0,222.0,186.0,123.0,,285.0,263.0,212.0,95.0,335.0,271.0,
781,395,1,347.0,373.0,472.0,593.0,602.0,,,178.0,366.0,280.0,280.0,221.0,,
782,396,0,80.0,381.0,186.0,122.0,222.0,409.0,,213.0,287.0,335.0,271.0,96.0,264.0,
783,396,1,472.0,593.0,347.0,373.0,602.0,,,279.0,279.0,178.0,366.0,221.0,,
784,397,0,121.0,410.0,186.0,80.0,382.0,223.0,,270.0,263.0,335.0,214.0,287.0,95.0,
785,397,1,373.0,473.0,347.0,602.0,594.0,,,366.0,280.0,177.0,220.0,279.0,,
786,398,0,223.0,121.0,186.0,382.0,410.0,80.0,,96.0,270.0,334.0,290.0,262.0,214.0,
787,398,1,472.0,602.0,373.0,594.0,348.0,,,280.0,221.0,366.0,279.0,178.0,,
788,399,0,80.0,410.0,120.0,224.0,382.0,185.0,,214.0,261.0,270.0,95.0,289.0,334.0,
789,399,1,594.0,602.0,373.0,348.0,471.0,,,279.0,222.0,366.0,177.0,280.0,,
790,400,0,185.0,224.0,383.0,410.0,80.0,121.0,,334.0,94.0,287.0,260.0,214.0,271.0,
791,400,1,348.0,603.0,373.0,594.0,470.0,,,177.0,221.0,366.0,279.0,281.0,,
792,401,0,120.0,224.0,383.0,186.0,80.0,410.0,,271.0,95.0,287.0,334.0,213.0,259.0,
793,401,1,594.0,348.0,470.0,603.0,373.0,,,279.0,177.0,281.0,220.0,366.0,,
794,402,0,80.0,186.0,120.0,410.0,224.0,384.0,,214.0,334.0,271.0,259.0,94.0,290.0,
795,402,1,604.0,594.0,348.0,373.0,470.0,,,220.0,279.0,177.0,366.0,282.0,,
796,403,0,120.0,385.0,408.0,187.0,80.0,224.0,,271.0,291.0,258.0,334.0,214.0,94.0,
797,403,1,593.0,468.0,373.0,603.0,348.0,,,279.0,284.0,366.0,220.0,177.0,,
798,404,0,188.0,120.0,408.0,225.0,80.0,386.0,,335.0,271.0,258.0,95.0,213.0,291.0,
799,404,1,593.0,468.0,348.0,603.0,373.0,,,279.0,285.0,177.0,220.0,366.0,,
800,405,0,188.0,120.0,408.0,386.0,80.0,225.0,,335.0,271.0,256.0,291.0,213.0,95.0,
801,405,1,468.0,373.0,348.0,602.0,593.0,,,285.0,366.0,177.0,220.0,279.0,,
802,406,0,226.0,188.0,409.0,80.0,387.0,121.0,,97.0,335.0,257.0,213.0,292.0,272.0,
803,406,1,373.0,593.0,348.0,467.0,602.0,,,366.0,279.0,177.0,285.0,219.0,,
804,407,0,80.0,226.0,121.0,407.0,188.0,,,213.0,98.0,271.0,256.0,334.0,,
805,407,1,467.0,373.0,601.0,593.0,348.0,,,286.0,366.0,219.0,279.0,177.0,,
806,408,0,407.0,80.0,189.0,121.0,227.0,,,255.0,214.0,335.0,271.0,100.0,,
807,408,1,348.0,373.0,593.0,600.0,467.0,,,178.0,366.0,279.0,218.0,285.0,,
808,409,0,388.0,80.0,406.0,189.0,120.0,227.0,,298.0,214.0,255.0,336.0,271.0,101.0,
809,409,1,467.0,373.0,593.0,599.0,348.0,,,285.0,366.0,279.0,219.0,178.0,,
810,410,0,120.0,388.0,405.0,189.0,80.0,227.0,,273.0,299.0,255.0,336.0,213.0,102.0,
811,410,1,467.0,373.0,594.0,599.0,348.0,,,285.0,366.0,279.0,220.0,178.0,,
812,411,0,189.0,388.0,227.0,120.0,405.0,79.0,,336.0,300.0,101.0,274.0,256.0,212.0,
813,411,1,593.0,467.0,348.0,598.0,373.0,,,279.0,285.0,177.0,220.0,366.0,,
814,412,0,120.0,189.0,390.0,79.0,405.0,227.0,,274.0,336.0,298.0,212.0,250.0,102.0,
815,412,1,373.0,348.0,599.0,593.0,467.0,,,365.0,177.0,218.0,280.0,285.0,,
816,413,0,405.0,189.0,119.0,390.0,228.0,79.0,,250.0,335.0,274.0,297.0,101.0,212.0,
817,413,1,598.0,593.0,373.0,348.0,467.0,,,217.0,279.0,366.0,177.0,285.0,,
818,414,0,80.0,228.0,405.0,118.0,390.0,189.0,,213.0,102.0,253.0,274.0,297.0,334.0,
819,414,1,467.0,373.0,348.0,593.0,598.0,,,285.0,366.0,176.0,279.0,216.0,,
820,415,0,79.0,406.0,117.0,228.0,390.0,190.0,,213.0,253.0,273.0,102.0,297.0,334.0,
821,415,1,593.0,373.0,348.0,598.0,466.0,,,279.0,366.0,177.0,215.0,287.0,,
822,416,0,117.0,190.0,406.0,228.0,79.0,390.0,,273.0,335.0,253.0,103.0,212.0,297.0,
823,416,1,348.0,593.0,373.0,466.0,598.0,,,177.0,279.0,366.0,287.0,215.0,,
824,417,0,117.0,408.0,79.0,391.0,190.0,229.0,,273.0,254.0,212.0,297.0,333.0,103.0,
825,417,1,593.0,598.0,467.0,348.0,373.0,,,279.0,215.0,286.0,178.0,366.0,,
826,418,0,79.0,391.0,190.0,410.0,117.0,229.0,,212.0,297.0,333.0,253.0,273.0,104.0,
827,418,1,593.0,373.0,467.0,598.0,348.0,,,279.0,366.0,286.0,215.0,178.0,,
828,419,0,392.0,412.0,79.0,191.0,229.0,117.0,,295.0,252.0,211.0,334.0,102.0,273.0,
829,419,1,593.0,373.0,467.0,471.0,348.0,599.0,,279.0,366.0,286.0,253.0,177.0,214.0,
830,420,0,117.0,80.0,192.0,392.0,229.0,413.0,,273.0,212.0,334.0,295.0,102.0,253.0,
831,420,1,373.0,598.0,467.0,348.0,470.0,593.0,,366.0,214.0,287.0,177.0,256.0,279.0,
832,421,0,392.0,229.0,414.0,117.0,192.0,80.0,,296.0,103.0,252.0,272.0,335.0,213.0,
833,421,1,467.0,348.0,593.0,373.0,598.0,470.0,,287.0,178.0,279.0,366.0,214.0,257.0,
834,422,0,230.0,192.0,415.0,117.0,80.0,392.0,,103.0,335.0,251.0,272.0,214.0,296.0,
835,422,1,597.0,470.0,468.0,348.0,373.0,593.0,,214.0,257.0,286.0,177.0,366.0,279.0,
836,423,0,80.0,416.0,193.0,117.0,393.0,231.0,,214.0,249.0,334.0,270.0,297.0,105.0,
837,423,1,373.0,469.0,593.0,348.0,468.0,596.0,,366.0,258.0,279.0,176.0,286.0,213.0,
838,424,0,80.0,231.0,117.0,417.0,193.0,392.0,,215.0,106.0,270.0,249.0,334.0,299.0,
839,424,1,593.0,373.0,468.0,596.0,348.0,,,279.0,366.0,286.0,213.0,176.0,,
840,425,0,193.0,393.0,232.0,117.0,81.0,417.0,,334.0,299.0,108.0,270.0,215.0,250.0,
841,425,1,373.0,468.0,597.0,348.0,593.0,,,366.0,284.0,212.0,176.0,279.0,,
842,426,0,117.0,417.0,80.0,194.0,232.0,393.0,,271.0,254.0,214.0,335.0,107.0,300.0,
843,426,1,596.0,593.0,348.0,373.0,468.0,,,212.0,279.0,176.0,366.0,284.0,,
844,427,0,80.0,194.0,232.0,393.0,117.0,417.0,,214.0,334.0,106.0,302.0,272.0,253.0,
845,427,1,596.0,467.0,468.0,372.0,348.0,593.0,,213.0,257.0,284.0,366.0,176.0,279.0,
846,428,0,418.0,233.0,81.0,194.0,116.0,394.0,,253.0,106.0,214.0,334.0,272.0,301.0,
847,428,1,596.0,348.0,466.0,466.0,373.0,593.0,,212.0,176.0,256.0,283.0,366.0,279.0,
848,429,0,116.0,194.0,81.0,233.0,394.0,418.0,,272.0,334.0,215.0,107.0,299.0,253.0,
849,429,1,465.0,465.0,348.0,593.0,595.0,373.0,,256.0,282.0,177.0,279.0,214.0,366.0,
850,430,0,80.0,115.0,394.0,418.0,193.0,234.0,,214.0,272.0,300.0,254.0,333.0,107.0,
851,430,1,595.0,464.0,373.0,348.0,593.0,,,213.0,282.0,366.0,178.0,279.0,,
852,431,0,395.0,235.0,418.0,80.0,193.0,114.0,,300.0,107.0,256.0,213.0,332.0,272.0,
853,431,1,593.0,596.0,463.0,373.0,348.0,,,279.0,212.0,282.0,366.0,178.0,,
854,432,0,418.0,79.0,235.0,193.0,396.0,114.0,,255.0,212.0,109.0,331.0,300.0,272.0,
855,432,1,373.0,348.0,463.0,593.0,596.0,,,366.0,178.0,281.0,279.0,212.0,,
856,433,0,79.0,235.0,114.0,397.0,193.0,418.0,,212.0,109.0,272.0,300.0,332.0,257.0,
857,433,1,461.0,372.0,348.0,593.0,596.0,,,282.0,366.0,178.0,279.0,213.0,,
858,434,0,114.0,397.0,194.0,418.0,236.0,80.0,,272.0,299.0,332.0,257.0,109.0,213.0,
859,434,1,460.0,596.0,348.0,593.0,372.0,,,282.0,213.0,178.0,279.0,366.0,,
860,435,0,417.0,114.0,398.0,194.0,236.0,80.0,,257.0,271.0,300.0,333.0,109.0,213.0,
861,435,1,372.0,348.0,463.0,596.0,593.0,,,366.0,178.0,281.0,212.0,279.0,,
862,436,0,418.0,399.0,236.0,114.0,80.0,194.0,,257.0,301.0,109.0,271.0,213.0,333.0,
863,436,1,593.0,463.0,348.0,372.0,596.0,454.0,,279.0,281.0,178.0,365.0,212.0,265.0,
864,437,0,115.0,193.0,236.0,399.0,80.0,418.0,,272.0,333.0,108.0,301.0,212.0,255.0,
865,437,1,593.0,372.0,596.0,451.0,348.0,464.0,,279.0,366.0,212.0,261.0,177.0,281.0,
866,438,0,115.0,417.0,193.0,80.0,400.0,236.0,,270.0,258.0,333.0,212.0,302.0,108.0,
867,438,1,593.0,348.0,372.0,453.0,596.0,465.0,,279.0,178.0,366.0,251.0,211.0,280.0,
868,439,0,401.0,417.0,115.0,80.0,237.0,193.0,,303.0,259.0,270.0,213.0,109.0,333.0,
869,439,1,465.0,348.0,596.0,451.0,372.0,593.0,,280.0,178.0,212.0,249.0,366.0,279.0,
870,440,0,401.0,193.0,417.0,114.0,237.0,81.0,,303.0,333.0,259.0,269.0,111.0,214.0,
871,440,1,466.0,348.0,372.0,449.0,594.0,596.0,,280.0,178.0,366.0,247.0,279.0,211.0,
872,441,0,193.0,238.0,401.0,417.0,81.0,114.0,,333.0,112.0,303.0,259.0,215.0,269.0,
873,441,1,448.0,594.0,465.0,372.0,348.0,595.0,,245.0,279.0,278.0,365.0,179.0,211.0,
874,442,0,417.0,193.0,239.0,401.0,81.0,114.0,,258.0,333.0,114.0,303.0,214.0,269.0,
875,442,1,448.0,348.0,594.0,595.0,372.0,464.0,,247.0,179.0,279.0,212.0,366.0,277.0,
876,443,0,417.0,113.0,193.0,401.0,81.0,239.0,,259.0,269.0,332.0,303.0,214.0,113.0,
877,443,1,448.0,348.0,372.0,596.0,593.0,462.0,,247.0,179.0,365.0,211.0,279.0,277.0,
878,444,0,402.0,417.0,239.0,193.0,81.0,113.0,,303.0,258.0,114.0,332.0,215.0,271.0,
879,444,1,460.0,596.0,593.0,348.0,447.0,371.0,,276.0,212.0,279.0,178.0,247.0,364.0,
880,445,0,402.0,240.0,193.0,80.0,113.0,417.0,,303.0,113.0,332.0,214.0,271.0,256.0,
881,445,1,459.0,593.0,348.0,596.0,446.0,371.0,,276.0,279.0,178.0,212.0,249.0,364.0,
882,446,0,112.0,79.0,193.0,241.0,403.0,418.0,,271.0,213.0,332.0,115.0,303.0,255.0,
883,446,1,371.0,348.0,596.0,593.0,447.0,458.0,,364.0,177.0,213.0,279.0,251.0,275.0,
884,447,0,80.0,112.0,403.0,418.0,241.0,193.0,,214.0,271.0,303.0,254.0,115.0,331.0,
885,447,1,371.0,348.0,458.0,596.0,593.0,445.0,,364.0,178.0,275.0,212.0,280.0,252.0,
886,448,0,111.0,80.0,404.0,193.0,241.0,418.0,,271.0,214.0,302.0,332.0,115.0,254.0,
887,448,1,597.0,593.0,445.0,372.0,348.0,458.0,,212.0,280.0,253.0,365.0,178.0,275.0,
888,449,0,80.0,193.0,241.0,111.0,418.0,404.0,,213.0,332.0,114.0,271.0,253.0,301.0,
889,449,1,372.0,597.0,593.0,348.0,457.0,,,367.0,212.0,280.0,178.0,274.0,,
890,450,0,419.0,79.0,404.0,193.0,110.0,242.0,,253.0,213.0,302.0,332.0,270.0,114.0,
891,450,1,597.0,457.0,593.0,348.0,373.0,,,212.0,274.0,280.0,178.0,368.0,,
892,451,0,110.0,79.0,193.0,404.0,419.0,242.0,,270.0,211.0,333.0,302.0,255.0,114.0,
893,451,1,457.0,597.0,373.0,593.0,348.0,,,274.0,212.0,370.0,280.0,178.0,,
894,452,0,405.0,419.0,79.0,243.0,193.0,110.0,,302.0,255.0,211.0,115.0,332.0,270.0,
895,452,1,457.0,374.0,597.0,593.0,348.0,,,274.0,370.0,212.0,279.0,178.0,,
896,453,0,406.0,421.0,79.0,110.0,193.0,243.0,,301.0,256.0,212.0,270.0,332.0,114.0,
897,453,1,458.0,593.0,375.0,597.0,348.0,,,274.0,279.0,370.0,212.0,178.0,,
898,454,0,407.0,193.0,420.0,243.0,111.0,79.0,,302.0,332.0,258.0,114.0,270.0,212.0,
899,454,1,375.0,459.0,348.0,596.0,593.0,,,370.0,275.0,178.0,213.0,279.0,,
900,455,0,79.0,407.0,193.0,420.0,111.0,243.0,,212.0,304.0,332.0,260.0,271.0,114.0,
901,455,1,348.0,597.0,593.0,375.0,459.0,,,178.0,212.0,279.0,370.0,274.0,,
902,456,0,111.0,420.0,193.0,406.0,79.0,244.0,,270.0,261.0,332.0,304.0,212.0,115.0,
903,456,1,593.0,597.0,348.0,375.0,459.0,,,279.0,212.0,177.0,370.0,274.0,,
904,457,0,407.0,193.0,80.0,111.0,420.0,244.0,,306.0,332.0,213.0,269.0,261.0,117.0,
905,457,1,596.0,593.0,374.0,348.0,459.0,,,212.0,279.0,371.0,177.0,272.0,,
906,458,0,421.0,245.0,407.0,80.0,111.0,193.0,,264.0,119.0,307.0,213.0,269.0,332.0,
907,458,1,597.0,347.0,594.0,457.0,374.0,,,212.0,177.0,279.0,272.0,370.0,,
908,459,0,111.0,422.0,80.0,194.0,407.0,245.0,,269.0,264.0,213.0,333.0,307.0,120.0,
909,459,1,374.0,596.0,455.0,347.0,594.0,,,370.0,212.0,273.0,177.0,279.0,,
910,460,0,80.0,246.0,111.0,422.0,407.0,194.0,,212.0,120.0,269.0,267.0,307.0,333.0,
911,460,1,374.0,455.0,348.0,596.0,594.0,,,370.0,272.0,177.0,212.0,278.0,,
912,461,0,407.0,79.0,193.0,246.0,112.0,423.0,,307.0,212.0,332.0,120.0,271.0,268.0,
913,461,1,348.0,374.0,594.0,596.0,455.0,,,177.0,370.0,279.0,212.0,273.0,,
914,462,0,408.0,81.0,423.0,111.0,193.0,247.0,,307.0,215.0,266.0,271.0,333.0,121.0,
915,462,1,596.0,374.0,593.0,455.0,348.0,,,212.0,370.0,279.0,272.0,177.0,,
916,463,0,423.0,111.0,193.0,408.0,81.0,247.0,,266.0,271.0,333.0,307.0,216.0,121.0,
917,463,1,596.0,593.0,455.0,348.0,374.0,,,212.0,279.0,272.0,177.0,370.0,,
918,464,0,80.0,111.0,407.0,424.0,247.0,193.0,,214.0,271.0,307.0,266.0,120.0,333.0,
919,464,1,348.0,455.0,596.0,594.0,373.0,,,177.0,272.0,212.0,279.0,370.0,,
920,465,0,424.0,248.0,81.0,407.0,193.0,111.0,,267.0,121.0,214.0,307.0,333.0,271.0,
921,465,1,596.0,373.0,455.0,348.0,594.0,,,212.0,370.0,272.0,178.0,279.0,,
922,466,0,111.0,80.0,424.0,407.0,248.0,193.0,,270.0,213.0,268.0,308.0,121.0,332.0,
923,466,1,456.0,348.0,597.0,374.0,593.0,,,272.0,179.0,212.0,370.0,279.0,,
924,467,0,80.0,406.0,249.0,110.0,193.0,425.0,,213.0,307.0,121.0,270.0,333.0,268.0,
925,467,1,374.0,593.0,456.0,348.0,597.0,,,370.0,279.0,271.0,178.0,212.0,,
926,468,0,111.0,249.0,80.0,193.0,424.0,406.0,,271.0,122.0,212.0,333.0,268.0,307.0,
927,468,1,374.0,593.0,456.0,597.0,348.0,,,370.0,279.0,271.0,212.0,177.0,,
928,469,0,111.0,424.0,80.0,250.0,193.0,407.0,,270.0,268.0,213.0,122.0,333.0,307.0,
929,469,1,456.0,594.0,348.0,374.0,597.0,,,271.0,279.0,177.0,370.0,212.0,,
930,470,0,193.0,424.0,111.0,249.0,407.0,80.0,,333.0,268.0,270.0,121.0,306.0,214.0,
931,470,1,456.0,348.0,596.0,373.0,594.0,,,271.0,177.0,213.0,370.0,279.0,,
932,471,0,250.0,81.0,407.0,110.0,422.0,193.0,,122.0,215.0,307.0,270.0,267.0,333.0,
933,471,1,373.0,455.0,594.0,597.0,348.0,,,369.0,271.0,279.0,212.0,177.0,,
934,472,0,423.0,110.0,250.0,82.0,407.0,193.0,,266.0,269.0,122.0,216.0,308.0,333.0,
935,472,1,454.0,594.0,348.0,597.0,373.0,,,271.0,279.0,177.0,212.0,369.0,,
936,473,0,110.0,193.0,424.0,250.0,406.0,81.0,,269.0,333.0,267.0,122.0,310.0,214.0,
937,473,1,373.0,348.0,454.0,597.0,594.0,,,369.0,177.0,273.0,212.0,279.0,,
938,474,0,110.0,80.0,251.0,424.0,193.0,406.0,,269.0,214.0,123.0,268.0,332.0,312.0,
939,474,1,597.0,373.0,347.0,455.0,594.0,,,212.0,369.0,177.0,272.0,279.0,,
940,475,0,193.0,406.0,80.0,251.0,110.0,424.0,,333.0,312.0,214.0,124.0,268.0,268.0,
941,475,1,373.0,594.0,347.0,455.0,597.0,,,369.0,279.0,177.0,273.0,212.0,,
942,476,0,423.0,80.0,405.0,110.0,193.0,251.0,,269.0,213.0,314.0,269.0,333.0,124.0,
943,476,1,455.0,597.0,594.0,348.0,373.0,,,271.0,212.0,279.0,177.0,369.0,,
944,477,0,80.0,252.0,404.0,110.0,193.0,423.0,,213.0,126.0,316.0,269.0,333.0,269.0,
945,477,1,373.0,348.0,594.0,597.0,454.0,,,369.0,178.0,279.0,212.0,271.0,,
946,478,0,253.0,404.0,80.0,193.0,423.0,109.0,,128.0,316.0,214.0,333.0,269.0,269.0,
947,478,1,373.0,348.0,454.0,594.0,597.0,,,369.0,178.0,271.0,279.0,212.0,,
948,479,0,254.0,81.0,424.0,193.0,404.0,110.0,,129.0,215.0,270.0,333.0,317.0,271.0,
949,479,1,454.0,373.0,348.0,596.0,594.0,,,272.0,370.0,179.0,213.0,279.0,,
950,480,0,193.0,404.0,109.0,424.0,254.0,80.0,,333.0,316.0,272.0,271.0,129.0,215.0,
951,480,1,454.0,348.0,596.0,373.0,593.0,,,273.0,179.0,214.0,370.0,279.0,,
952,481,0,193.0,254.0,404.0,425.0,109.0,80.0,,333.0,128.0,316.0,270.0,272.0,215.0,
953,481,1,596.0,347.0,373.0,594.0,453.0,,,213.0,179.0,369.0,279.0,273.0,,
954,482,0,193.0,108.0,403.0,426.0,79.0,254.0,,332.0,271.0,316.0,268.0,215.0,127.0,
955,482,1,594.0,373.0,454.0,347.0,597.0,,,279.0,369.0,273.0,177.0,212.0,,
956,483,0,255.0,193.0,402.0,426.0,107.0,80.0,,128.0,332.0,317.0,268.0,270.0,215.0,
957,483,1,597.0,593.0,373.0,347.0,453.0,,,212.0,279.0,369.0,178.0,273.0,,
958,484,0,402.0,193.0,425.0,256.0,78.0,107.0,,317.0,332.0,268.0,129.0,214.0,272.0,
959,484,1,347.0,593.0,373.0,596.0,455.0,,,179.0,279.0,369.0,212.0,271.0,,
960,485,0,193.0,401.0,256.0,107.0,79.0,424.0,,333.0,316.0,129.0,271.0,215.0,268.0,
961,485,1,347.0,596.0,455.0,373.0,440.0,593.0,,178.0,213.0,271.0,369.0,287.0,279.0,
962,486,0,401.0,107.0,193.0,80.0,256.0,423.0,,316.0,271.0,333.0,216.0,129.0,268.0,
963,486,1,596.0,440.0,593.0,373.0,455.0,347.0,,213.0,287.0,279.0,369.0,270.0,178.0,
964,487,0,107.0,400.0,193.0,256.0,422.0,80.0,,271.0,316.0,333.0,128.0,269.0,217.0,
965,487,1,347.0,593.0,457.0,596.0,373.0,,,178.0,279.0,271.0,213.0,369.0,,
966,488,0,193.0,401.0,80.0,257.0,422.0,107.0,,333.0,315.0,215.0,128.0,270.0,269.0,
967,488,1,347.0,596.0,458.0,593.0,373.0,,,179.0,213.0,270.0,279.0,369.0,,
968,489,0,107.0,422.0,401.0,193.0,81.0,257.0,,270.0,271.0,314.0,332.0,216.0,127.0,
969,489,1,458.0,347.0,373.0,596.0,593.0,,,269.0,178.0,369.0,213.0,279.0,,
970,490,0,257.0,401.0,107.0,422.0,193.0,82.0,,128.0,315.0,269.0,271.0,332.0,217.0,
971,490,1,373.0,596.0,347.0,593.0,457.0,,,369.0,213.0,177.0,280.0,269.0,,
972,491,0,106.0,401.0,422.0,81.0,193.0,258.0,,268.0,315.0,273.0,216.0,333.0,128.0,
973,491,1,457.0,347.0,593.0,372.0,596.0,,,269.0,178.0,279.0,369.0,213.0,,
974,492,0,81.0,258.0,106.0,193.0,401.0,422.0,,216.0,128.0,268.0,333.0,316.0,272.0,
975,492,1,596.0,372.0,347.0,593.0,456.0,,,213.0,369.0,179.0,279.0,269.0,,
976,493,0,420.0,401.0,258.0,106.0,193.0,82.0,,274.0,316.0,129.0,267.0,333.0,217.0,
977,493,1,457.0,593.0,596.0,347.0,372.0,,,270.0,280.0,213.0,179.0,369.0,,
978,494,0,258.0,82.0,420.0,106.0,401.0,194.0,,129.0,218.0,275.0,267.0,316.0,333.0,
979,494,1,457.0,597.0,347.0,372.0,593.0,,,271.0,212.0,179.0,369.0,280.0,,
980,495,0,401.0,106.0,257.0,82.0,419.0,194.0,,317.0,267.0,130.0,217.0,276.0,333.0,
981,495,1,347.0,597.0,457.0,371.0,593.0,,,178.0,212.0,271.0,369.0,280.0,,
982,496,0,402.0,418.0,193.0,105.0,80.0,257.0,,316.0,275.0,333.0,266.0,215.0,130.0,
983,496,1,347.0,372.0,597.0,457.0,593.0,,,177.0,368.0,212.0,272.0,279.0,,
984,497,0,80.0,193.0,258.0,403.0,106.0,418.0,,215.0,333.0,130.0,316.0,267.0,275.0,
985,497,1,347.0,593.0,457.0,372.0,596.0,,,177.0,280.0,272.0,368.0,213.0,,
986,498,0,80.0,417.0,193.0,105.0,259.0,402.0,,216.0,278.0,333.0,267.0,130.0,317.0,
987,498,1,593.0,458.0,372.0,596.0,347.0,,,280.0,272.0,368.0,213.0,177.0,,
988,499,0,193.0,403.0,417.0,80.0,260.0,105.0,,333.0,317.0,278.0,215.0,131.0,267.0,
989,499,1,596.0,453.0,348.0,593.0,373.0,,,213.0,269.0,178.0,280.0,369.0,,
990,500,0,194.0,405.0,261.0,105.0,80.0,417.0,,333.0,318.0,132.0,267.0,215.0,279.0,
991,500,1,348.0,597.0,373.0,451.0,593.0,,,179.0,212.0,371.0,270.0,280.0,,
992,501,0,417.0,261.0,80.0,104.0,193.0,405.0,,277.0,132.0,215.0,268.0,333.0,317.0,
993,501,1,593.0,348.0,450.0,597.0,375.0,,,280.0,178.0,268.0,213.0,371.0,,
994,502,0,418.0,261.0,406.0,79.0,193.0,103.0,,275.0,132.0,317.0,215.0,333.0,267.0,
995,502,1,593.0,634.0,375.0,597.0,450.0,348.0,,279.0,248.0,371.0,213.0,268.0,178.0,
996,503,0,406.0,418.0,193.0,79.0,261.0,103.0,,317.0,275.0,333.0,215.0,131.0,267.0,
997,503,1,376.0,462.0,597.0,633.0,593.0,450.0,348.0,372.0,270.0,213.0,249.0,280.0,268.0,177.0
998,504,0,418.0,103.0,193.0,261.0,80.0,406.0,,275.0,267.0,333.0,131.0,216.0,318.0,
999,504,1,449.0,348.0,596.0,376.0,462.0,633.0,593.0,268.0,178.0,213.0,371.0,270.0,249.0,282.0
